-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST
Location: Latitude  33.4484   Longitude -112.074 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 494.49 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,WS50M,WD50M,T2M
2020,10,5,5,0.0,6.95,79.8,21.9
2020,10,5,6,10.0,7.52,80.0,21.67
2020,10,5,7,152.7,7.71,79.9,24.69
2020,10,5,8,361.0,5.72,83.9,28.99
2020,10,5,9,556.97,3.46,105.8,32.82
2020,10,5,10,707.38,1.56,142.5,36.21
2020,10,5,11,798.65,1.93,220.8,38.54
2020,10,5,12,831.97,3.17,239.2,39.63
2020,10,5,13,764.0,4.14,248.6,39.94
2020,10,5,14,626.42,4.95,256.8,39.9
2020,10,5,15,432.38,5.43,264.5,39.23
2020,10,5,16,247.9,5.52,271.3,38.02
2020,10,5,17,70.95,5.23,275.6,34.45
2020,10,5,18,0.0,4.91,276.9,30.86
2020,10,5,19,0.0,4.57,277.2,29.8
2020,10,5,20,0.0,4.46,279.3,28.97
2020,10,5,21,0.0,4.25,286.1,28.33
2020,10,5,22,0.0,3.67,298.8,28.0
2020,10,5,23,0.0,2.79,320.1,27.96
2020,10,6,0,0.0,2.08,355.6,27.77
2020,10,6,1,0.0,1.92,32.4,27.26
2020,10,6,2,0.0,2.34,59.5,26.47
2020,10,6,3,0.0,3.16,73.1,24.99
2020,10,6,4,0.0,4.0,79.8,23.68
2020,10,6,5,0.0,4.54,84.6,22.73
2020,10,6,6,10.12,4.87,87.9,21.95
2020,10,6,7,163.0,5.07,90.0,24.09
2020,10,6,8,377.5,4.27,95.2,28.7
2020,10,6,9,569.17,2.68,110.7,32.24
2020,10,6,10,715.88,1.28,147.4,35.41
2020,10,6,11,807.5,1.7,215.7,37.86
2020,10,6,12,826.3,2.52,236.5,39.17
2020,10,6,13,779.17,2.95,249.2,39.6
2020,10,6,14,663.08,3.28,259.3,39.65
2020,10,6,15,491.83,3.42,265.6,39.15
2020,10,6,16,285.58,3.42,269.5,38.05
2020,10,6,17,77.75,3.41,273.4,34.22
2020,10,6,18,0.0,3.4,279.7,30.47
2020,10,6,19,0.0,3.24,289.7,29.65
2020,10,6,20,0.0,2.92,304.9,29.45
2020,10,6,21,0.0,2.66,327.7,29.11
2020,10,6,22,0.0,2.74,357.1,28.06
2020,10,6,23,0.0,3.23,23.2,26.49
2020,10,7,0,0.0,3.79,40.7,25.14
2020,10,7,1,0.0,4.14,55.4,24.15
2020,10,7,2,0.0,4.56,70.0,23.12
2020,10,7,3,0.0,5.28,79.6,21.91
2020,10,7,4,0.0,6.17,83.1,20.87
2020,10,7,5,0.0,7.08,83.7,20.32
2020,10,7,6,9.12,7.67,83.6,20.07
2020,10,7,7,154.07,7.64,84.3,22.95
2020,10,7,8,364.33,5.72,89.0,27.5
2020,10,7,9,559.88,3.56,117.4,31.18
2020,10,7,10,704.75,2.6,159.3,34.46
2020,10,7,11,789.2,3.19,193.4,36.82
2020,10,7,12,786.78,3.73,209.0,37.97
2020,10,7,13,720.78,3.94,220.5,38.36
2020,10,7,14,631.97,3.84,231.7,38.35
2020,10,7,15,469.0,3.5,244.8,37.97
2020,10,7,16,271.98,3.15,261.4,37.03
2020,10,7,17,72.38,3.23,289.7,33.39
2020,10,7,18,0.0,3.68,314.0,30.26
2020,10,7,19,0.0,3.98,330.1,28.89
2020,10,7,20,0.0,3.89,338.9,27.97
2020,10,7,21,0.0,3.5,344.9,27.44
2020,10,7,22,0.0,2.96,348.1,27.15
2020,10,7,23,0.0,2.3,355.0,26.78
2020,10,8,0,0.0,1.48,15.6,26.24
2020,10,8,1,0.0,1.17,72.0,25.34
2020,10,8,2,0.0,1.59,118.5,24.52
2020,10,8,3,0.0,2.22,137.7,23.69
2020,10,8,4,0.0,2.77,142.6,22.89
2020,10,8,5,0.0,3.41,133.6,21.73
2020,10,8,6,8.9,4.07,123.8,20.63
2020,10,8,7,146.65,4.92,116.9,22.4
2020,10,8,8,343.85,4.32,117.3,26.71
2020,10,8,9,523.47,2.94,132.5,29.95
2020,10,8,10,657.65,2.91,174.1,33.46
2020,10,8,11,755.0,3.72,194.0,35.72
2020,10,8,12,788.33,4.0,203.4,37.06
2020,10,8,13,733.05,4.0,212.3,37.77
2020,10,8,14,619.08,3.88,221.9,38.07
2020,10,8,15,457.15,3.71,230.1,37.84
2020,10,8,16,262.38,3.56,238.3,36.94
2020,10,8,17,66.28,3.35,251.6,33.88
2020,10,8,18,0.0,3.2,267.1,30.86
2020,10,8,19,0.0,3.13,275.1,29.94
2020,10,8,20,0.0,3.12,275.0,28.78
2020,10,8,21,0.0,3.34,267.9,27.94
2020,10,8,22,0.0,3.73,259.7,26.96
2020,10,8,23,0.0,3.73,253.9,25.9
2020,10,9,0,0.0,2.59,241.7,25.63
2020,10,9,1,0.0,1.81,200.0,24.86
2020,10,9,2,0.0,2.65,161.8,23.23
2020,10,9,3,0.0,3.84,151.7,21.71
2020,10,9,4,0.0,4.62,146.8,20.76
2020,10,9,5,0.0,4.95,142.4,20.21
2020,10,9,6,8.88,4.95,137.9,19.81
2020,10,9,7,160.23,4.73,133.5,22.44
2020,10,9,8,375.42,3.9,140.0,26.68
2020,10,9,9,566.75,3.6,152.2,29.87
2020,10,9,10,717.4,3.8,165.7,32.78
2020,10,9,11,793.52,4.06,180.6,34.91
2020,10,9,12,821.4,4.15,191.5,36.22
2020,10,9,13,772.05,4.18,201.2,36.88
2020,10,9,14,655.85,4.04,208.4,37.06
2020,10,9,15,486.67,3.75,215.9,36.73
2020,10,9,16,280.55,3.4,224.6,35.78
2020,10,9,17,70.22,2.89,242.2,32.65
2020,10,9,18,0.0,2.42,269.1,30.01
2020,10,9,19,0.0,1.88,294.8,29.65
2020,10,9,20,0.0,1.5,307.9,28.79
2020,10,9,21,0.0,1.39,289.3,27.85
2020,10,9,22,0.0,1.79,263.6,26.83
2020,10,9,23,0.0,2.22,251.1,25.73
2020,10,10,0,0.0,2.0,238.7,24.73
2020,10,10,1,0.0,1.61,203.4,23.45
2020,10,10,2,0.0,2.4,169.2,21.95
2020,10,10,3,0.0,3.72,158.5,20.24
2020,10,10,4,0.0,4.74,151.0,18.93
2020,10,10,5,0.0,5.34,141.9,18.18
2020,10,10,6,8.25,5.5,132.9,17.72
2020,10,10,7,157.27,5.18,125.9,20.34
2020,10,10,8,372.52,3.92,127.7,24.64
2020,10,10,9,564.38,3.39,149.5,28.15
2020,10,10,10,710.62,3.84,175.5,31.15
2020,10,10,11,796.8,4.13,190.6,33.1
2020,10,10,12,813.38,4.11,199.4,34.34
2020,10,10,13,762.88,4.06,204.7,35.06
2020,10,10,14,646.58,3.85,210.3,35.39
2020,10,10,15,476.98,3.7,216.5,35.09
2020,10,10,16,270.8,3.79,223.3,34.18
2020,10,10,17,63.5,4.07,239.9,31.29
2020,10,10,18,0.0,5.08,264.2,26.99
2020,10,10,19,0.0,6.07,280.6,25.63
2020,10,10,20,0.0,5.99,287.9,24.61
2020,10,10,21,0.0,5.1,287.0,23.84
2020,10,10,22,0.0,4.1,279.7,23.49
2020,10,10,23,0.0,3.22,268.4,23.48
2020,10,11,0,0.0,2.65,246.6,23.35
2020,10,11,1,0.0,2.71,218.3,22.55
2020,10,11,2,0.0,3.21,204.7,21.38
2020,10,11,3,0.0,3.56,203.3,20.43
2020,10,11,4,0.0,3.74,195.0,19.59
2020,10,11,5,0.0,4.08,182.2,18.7
2020,10,11,6,7.6,4.07,172.9,18.18
2020,10,11,7,153.75,3.34,163.3,20.35
2020,10,11,8,367.55,2.29,154.3,24.1
2020,10,11,9,557.22,1.61,194.4,27.53
2020,10,11,10,700.38,2.1,226.0,30.58
2020,10,11,11,782.42,2.2,236.7,32.29
2020,10,11,12,800.17,2.35,248.0,33.47
2020,10,11,13,750.03,2.62,255.2,34.2
2020,10,11,14,637.03,3.03,258.0,34.43
2020,10,11,15,470.58,3.38,258.4,34.12
2020,10,11,16,267.52,3.57,259.8,33.27
2020,10,11,17,61.53,3.75,252.9,30.6
2020,10,11,18,0.0,4.1,244.2,26.63
2020,10,11,19,0.0,4.09,246.2,25.57
2020,10,11,20,0.0,3.74,256.7,24.99
2020,10,11,21,0.0,2.99,273.5,24.99
2020,10,11,22,0.0,1.82,291.9,25.17
2020,10,11,23,0.0,0.32,341.6,25.02
2020,10,12,0,0.0,1.58,115.1,23.42
2020,10,12,1,0.0,3.34,118.0,21.54
2020,10,12,2,0.0,4.38,112.8,20.48
2020,10,12,3,0.0,4.98,99.9,19.68
2020,10,12,4,0.0,5.96,83.8,19.03
2020,10,12,5,0.0,7.18,71.4,18.78
2020,10,12,6,7.0,7.87,67.0,18.67
2020,10,12,7,149.32,7.38,67.0,20.68
2020,10,12,8,361.02,5.11,72.5,24.03
2020,10,12,9,550.6,3.02,94.2,28.77
2020,10,12,10,693.4,1.77,119.0,32.12
2020,10,12,11,778.8,1.42,157.6,34.15
2020,10,12,12,797.6,1.48,193.3,35.46
2020,10,12,13,748.22,1.77,218.8,36.24
2020,10,12,14,636.97,2.11,236.0,36.57
2020,10,12,15,470.15,2.3,245.7,36.31
2020,10,12,16,266.48,2.61,248.9,35.44
2020,10,12,17,59.53,3.55,248.9,31.92
2020,10,12,18,0.0,4.02,252.8,28.01
2020,10,12,19,0.0,3.42,264.6,27.56
2020,10,12,20,0.0,2.75,293.4,27.62
2020,10,12,21,0.0,2.92,334.0,26.67
2020,10,12,22,0.0,3.66,6.6,25.06
2020,10,12,23,0.0,4.33,30.1,23.85
2020,10,13,0,0.0,4.71,49.1,23.06
2020,10,13,1,0.0,4.93,65.4,22.39
2020,10,13,2,0.0,5.15,79.4,21.65
2020,10,13,3,0.0,5.47,87.6,20.91
2020,10,13,4,0.0,5.84,89.2,20.25
2020,10,13,5,0.0,6.25,87.4,19.67
2020,10,13,6,7.0,6.65,84.8,19.2
2020,10,13,7,153.3,6.85,83.4,21.66
2020,10,13,8,369.3,5.28,87.2,26.46
2020,10,13,9,559.95,3.74,105.5,30.32
2020,10,13,10,704.72,2.45,119.6,33.64
2020,10,13,11,793.22,1.86,152.7,35.97
2020,10,13,12,809.42,1.86,190.5,37.26
2020,10,13,13,760.35,2.17,220.5,37.91
2020,10,13,14,647.42,2.52,242.3,38.1
2020,10,13,15,477.83,2.67,259.0,37.74
2020,10,13,16,269.62,2.76,269.6,36.71
2020,10,13,17,58.22,3.2,271.3,32.65
2020,10,13,18,0.0,3.32,274.5,29.51
2020,10,13,19,0.0,3.04,283.9,28.91
2020,10,13,20,0.0,2.84,297.6,28.42
2020,10,13,21,0.0,2.79,315.9,27.66
2020,10,13,22,0.0,2.81,341.6,26.59
2020,10,13,23,0.0,3.13,14.0,25.46
2020,10,14,0,0.0,3.7,39.4,24.13
2020,10,14,1,0.0,4.28,56.5,22.94
2020,10,14,2,0.0,4.87,67.7,21.74
2020,10,14,3,0.0,5.39,74.2,20.65
2020,10,14,4,0.0,5.76,78.7,19.86
2020,10,14,5,0.0,5.96,83.2,19.3
2020,10,14,6,6.5,6.02,88.3,18.83
2020,10,14,7,150.98,5.96,93.9,21.06
2020,10,14,8,367.88,4.74,104.7,26.27
2020,10,14,9,560.62,2.74,141.1,29.66
2020,10,14,10,706.83,1.87,200.9,32.84
2020,10,14,11,793.95,2.59,241.4,35.12
2020,10,14,12,786.48,3.34,257.4,36.52
2020,10,14,13,757.95,3.91,264.0,37.3
2020,10,14,14,642.67,4.41,264.9,37.67
2020,10,14,15,471.25,4.78,261.9,37.36
2020,10,14,16,262.3,5.09,256.4,36.29
2020,10,14,17,53.6,5.58,244.8,31.6
2020,10,14,18,0.0,6.31,240.9,27.11
2020,10,14,19,0.0,6.54,244.3,25.79
2020,10,14,20,0.0,6.12,249.7,24.78
2020,10,14,21,0.0,4.97,252.0,24.52
2020,10,14,22,0.0,3.83,247.7,24.55
2020,10,14,23,0.0,3.02,232.3,23.88
2020,10,15,0,0.0,2.86,208.6,23.06
2020,10,15,1,0.0,3.06,191.5,21.89
2020,10,15,2,0.0,2.97,183.5,21.04
2020,10,15,3,0.0,2.5,165.9,20.57
2020,10,15,4,0.0,2.75,133.7,19.66
2020,10,15,5,0.0,3.91,115.9,18.43
2020,10,15,6,5.43,5.11,104.3,17.65
2020,10,15,7,139.62,5.93,96.9,19.71
2020,10,15,8,351.05,4.98,96.9,24.3
2020,10,15,9,540.88,3.87,107.6,28.26
2020,10,15,10,686.22,2.68,129.4,31.61
2020,10,15,11,773.05,1.77,161.9,33.85
2020,10,15,12,788.85,1.72,211.7,35.74
2020,10,15,13,738.3,2.54,242.5,36.89
2020,10,15,14,623.4,3.4,255.2,37.36
2020,10,15,15,455.3,4.2,257.6,37.17
2020,10,15,16,251.35,4.94,252.0,36.23
2020,10,15,17,49.8,6.02,238.8,32.27
2020,10,15,18,0.0,6.38,235.9,27.82
2020,10,15,19,0.0,5.02,241.2,26.74
2020,10,15,20,0.0,2.45,248.2,27.83
2020,10,15,21,0.0,1.1,114.7,26.9
2020,10,15,22,0.0,4.15,103.7,24.47
2020,10,15,23,0.0,6.03,97.4,23.06
2020,10,16,0,0.0,7.36,83.9,22.2
2020,10,16,1,0.0,8.75,72.4,21.94
2020,10,16,2,0.0,8.94,63.4,21.56
2020,10,16,3,0.0,9.01,55.7,21.11
2020,10,16,4,0.0,9.7,53.0,21.15
2020,10,16,5,0.0,10.21,53.3,21.23
2020,10,16,6,5.88,10.25,56.3,21.02
2020,10,16,7,148.75,9.51,63.7,22.66
2020,10,16,8,364.65,7.71,78.0,26.43
2020,10,16,9,556.3,8.04,99.0,30.64
2020,10,16,10,700.78,7.41,106.4,33.49
2020,10,16,11,754.29,5.95,111.2,35.74
2020,10,16,12,799.5,4.3,118.6,37.44
2020,10,16,13,747.92,2.74,127.6,38.44
2020,10,16,14,633.3,1.57,143.6,38.81
2020,10,16,15,462.02,0.75,183.8,38.5
2020,10,16,16,254.45,0.98,256.4,37.5
2020,10,16,17,48.88,2.31,276.0,33.67
2020,10,16,18,0.0,3.68,287.2,30.08
2020,10,16,19,0.0,4.64,298.3,28.31
2020,10,16,20,0.0,4.73,312.3,27.17
2020,10,16,21,0.0,3.8,337.4,26.75
2020,10,16,22,0.0,3.16,23.5,26.2
2020,10,16,23,0.0,4.03,66.9,24.47
2020,10,17,0,0.0,5.61,91.2,22.74
2020,10,17,1,0.0,7.19,102.3,21.88
2020,10,17,2,0.0,7.85,100.3,21.29
2020,10,17,3,0.0,7.91,95.4,20.67
2020,10,17,4,0.0,7.85,91.8,20.18
2020,10,17,5,0.0,7.6,88.9,19.79
2020,10,17,6,4.9,7.12,88.5,19.41
2020,10,17,7,139.43,6.43,90.0,21.14
2020,10,17,8,352.08,5.05,96.0,25.6
2020,10,17,9,542.88,3.28,118.8,28.75
2020,10,17,10,687.08,1.65,149.1,31.31
2020,10,17,11,770.6,1.92,215.0,33.65
2020,10,17,12,777.88,2.99,237.9,35.12
2020,10,17,13,728.1,3.66,249.2,35.73
2020,10,17,14,612.03,4.05,257.4,35.89
2020,10,17,15,442.62,4.18,261.2,35.48
2020,10,17,16,236.57,4.12,257.7,34.29
2020,10,17,17,41.0,4.27,245.4,29.6
2020,10,17,18,0.0,4.49,243.4,26.31
2020,10,17,19,0.0,4.09,251.9,25.66
2020,10,17,20,0.0,3.39,265.1,25.47
2020,10,17,21,0.0,2.3,279.7,25.45
2020,10,17,22,0.0,0.76,307.5,25.53
2020,10,17,23,0.0,1.07,104.0,23.82
2020,10,18,0,0.0,2.66,128.3,21.8
2020,10,18,1,0.0,3.92,142.7,19.91
2020,10,18,2,0.0,4.61,148.9,18.77
2020,10,18,3,0.0,4.67,147.7,18.1
2020,10,18,4,0.0,4.57,139.3,17.58
2020,10,18,5,0.0,4.63,126.6,17.15
2020,10,18,6,4.03,4.89,115.3,16.84
2020,10,18,7,124.3,5.13,107.9,18.58
2020,10,18,8,330.77,4.69,106.6,23.73
2020,10,18,9,523.85,2.93,119.6,27.22
2020,10,18,10,652.72,0.88,158.1,30.34
2020,10,18,11,759.95,1.81,243.0,33.29
2020,10,18,12,773.45,2.95,249.5,35.0
2020,10,18,13,717.28,3.66,253.5,35.71
2020,10,18,14,600.9,4.01,257.2,35.86
2020,10,18,15,431.58,4.0,259.6,35.46
2020,10,18,16,228.32,3.66,259.9,34.31
2020,10,18,17,37.35,2.76,254.9,30.18
2020,10,18,18,0.0,1.75,247.1,28.48
2020,10,18,19,0.0,0.64,228.1,28.31
2020,10,18,20,0.0,0.54,95.3,28.05
2020,10,18,21,0.0,1.64,78.0,26.65
2020,10,18,22,0.0,2.8,77.2,24.69
2020,10,18,23,0.0,3.83,79.8,22.71
2020,10,19,0,0.0,4.64,83.2,21.27
2020,10,19,1,0.0,5.05,85.5,20.43
2020,10,19,2,0.0,5.1,84.9,19.94
2020,10,19,3,0.0,5.65,84.7,19.26
2020,10,19,4,0.0,6.31,86.2,18.65
2020,10,19,5,0.0,6.69,87.4,18.19
2020,10,19,6,0.0,6.98,86.1,17.83
2020,10,19,7,123.32,7.14,85.5,19.57
2020,10,19,8,315.67,5.87,86.9,24.31
2020,10,19,9,505.6,3.54,109.5,27.98
2020,10,19,10,648.3,1.85,139.2,31.21
2020,10,19,11,727.35,1.63,197.5,33.54
2020,10,19,12,746.72,2.08,226.9,34.85
2020,10,19,13,701.3,2.39,245.3,35.41
2020,10,19,14,590.25,2.62,256.8,35.71
2020,10,19,15,422.67,2.7,263.2,35.35
2020,10,19,16,220.9,2.62,263.2,34.28
2020,10,19,17,34.33,2.74,250.6,30.17
2020,10,19,18,0.0,3.0,246.3,27.4
2020,10,19,19,0.0,2.99,253.7,26.7
2020,10,19,20,0.0,2.7,273.4,26.34
2020,10,19,21,0.0,2.31,308.3,25.84
2020,10,19,22,0.0,2.34,359.0,24.83
2020,10,19,23,0.0,3.23,42.7,23.06
2020,10,20,0,0.0,4.17,67.4,21.54
2020,10,20,1,0.0,4.81,81.6,20.37
2020,10,20,2,0.0,5.12,89.0,19.48
2020,10,20,3,0.0,5.31,91.7,18.79
2020,10,20,4,0.0,5.56,92.6,18.21
2020,10,20,5,0.0,5.92,90.4,17.72
2020,10,20,6,0.0,6.41,85.4,17.34
2020,10,20,7,122.6,6.69,82.7,18.87
2020,10,20,8,313.38,5.52,82.9,23.64
2020,10,20,9,497.4,3.24,103.0,27.38
2020,10,20,10,641.3,1.95,135.0,30.56
2020,10,20,11,730.88,1.89,182.1,33.0
2020,10,20,12,749.17,2.51,211.8,34.55
2020,10,20,13,696.47,3.01,229.4,35.4
2020,10,20,14,582.4,3.27,241.3,35.72
2020,10,20,15,415.4,3.31,248.9,35.46
2020,10,20,16,214.88,3.19,254.5,34.3
2020,10,20,17,31.77,2.77,259.2,30.23
2020,10,20,18,0.0,2.09,268.1,28.57
2020,10,20,19,0.0,1.35,289.9,28.57
2020,10,20,20,0.0,1.19,340.3,27.87
2020,10,20,21,0.0,1.91,21.2,26.16
2020,10,20,22,0.0,2.91,44.9,24.2
2020,10,20,23,0.0,3.8,63.1,22.41
2020,10,21,0,0.0,4.63,78.9,20.95
2020,10,21,1,0.0,5.39,89.8,19.95
2020,10,21,2,0.0,5.99,97.0,19.63
2020,10,21,3,0.0,6.25,102.2,19.12
2020,10,21,4,0.0,6.35,106.6,18.21
2020,10,21,5,0.0,6.13,109.7,17.49
2020,10,21,6,0.0,5.95,109.3,17.25
2020,10,21,7,110.1,5.84,107.6,18.6
2020,10,21,8,293.95,5.2,105.7,22.98
2020,10,21,9,477.65,3.75,114.7,26.25
2020,10,21,10,601.92,2.68,136.4,29.37
2020,10,21,11,708.42,2.5,172.0,32.31
2020,10,21,12,739.42,2.7,195.3,34.23
2020,10,21,13,688.75,2.76,207.6,35.14
2020,10,21,14,576.4,2.7,217.5,35.41
2020,10,21,15,409.52,2.62,229.6,35.09
2020,10,21,16,209.93,2.5,247.9,33.87
2020,10,21,17,29.42,2.52,280.3,30.27
2020,10,21,18,0.0,2.86,306.0,28.06
2020,10,21,19,0.0,3.08,320.0,26.73
2020,10,21,20,0.0,3.03,319.4,25.77
2020,10,21,21,0.0,2.86,310.3,25.13
2020,10,21,22,0.0,2.55,303.6,24.25
2020,10,21,23,0.0,2.06,300.1,24.32
2020,10,22,0,0.0,1.29,298.8,24.22
2020,10,22,1,0.0,0.35,266.7,23.96
2020,10,22,2,0.0,0.94,156.7,23.19
2020,10,22,3,0.0,2.1,151.8,21.88
2020,10,22,4,0.0,3.12,153.8,20.4
2020,10,22,5,0.0,3.68,157.3,19.23
2020,10,22,6,0.0,3.96,151.6,18.26
2020,10,22,7,125.8,3.96,142.9,19.0
2020,10,22,8,324.88,3.26,137.9,23.3
2020,10,22,9,510.45,2.32,172.3,26.82
2020,10,22,10,650.78,2.78,189.1,29.77
2020,10,22,11,731.67,3.24,194.5,31.68
2020,10,22,12,740.35,3.37,201.2,32.97
2020,10,22,13,689.5,3.2,210.7,33.71
2020,10,22,14,574.58,3.01,222.4,33.97
2020,10,22,15,408.7,2.85,235.1,33.68
2020,10,22,16,210.18,2.69,248.2,32.74
2020,10,22,17,29.05,2.59,268.7,29.53
2020,10,22,18,0.0,2.65,291.2,27.47
2020,10,22,19,0.0,2.79,308.9,26.7
2020,10,22,20,0.0,2.96,315.5,25.77
2020,10,22,21,0.0,3.01,315.8,24.88
2020,10,22,22,0.0,2.74,316.5,24.16
2020,10,22,23,0.0,2.13,322.4,23.68
2020,10,23,0,0.0,1.33,335.2,23.41
2020,10,23,1,0.0,0.62,320.9,23.96
2020,10,23,2,0.0,0.34,114.3,23.74
2020,10,23,3,0.0,1.39,119.7,22.62
2020,10,23,4,0.0,2.36,122.5,21.49
2020,10,23,5,0.0,3.11,124.9,20.41
2020,10,23,6,0.0,3.6,126.1,19.58
2020,10,23,7,118.72,3.86,125.5,20.33
2020,10,23,8,315.73,2.87,137.8,24.38
2020,10,23,9,499.75,2.4,178.8,27.16
2020,10,23,10,640.62,3.07,187.5,29.56
2020,10,23,11,719.08,3.4,192.0,31.23
2020,10,23,12,730.15,3.44,199.2,32.38
2020,10,23,13,683.67,3.36,210.0,33.03
2020,10,23,14,570.55,3.19,219.0,33.29
2020,10,23,15,393.48,3.1,227.4,33.09
2020,10,23,16,182.85,3.06,236.9,32.17
2020,10,23,17,20.92,2.81,253.2,29.06
2020,10,23,18,0.0,2.59,272.9,27.33
2020,10,23,19,0.0,2.45,288.8,26.52
2020,10,23,20,0.0,2.6,294.6,25.61
2020,10,23,21,0.0,2.58,293.8,25.0
2020,10,23,22,0.0,2.46,284.6,24.23
2020,10,23,23,0.0,2.26,274.3,23.6
2020,10,24,0,0.0,1.81,255.6,23.49
2020,10,24,1,0.0,1.86,232.9,22.62
2020,10,24,2,0.0,2.14,200.8,22.05
2020,10,24,3,0.0,3.06,187.3,20.77
2020,10,24,4,0.0,3.67,179.1,19.9
2020,10,24,5,0.0,3.71,176.3,18.99
2020,10,24,6,0.0,3.35,170.9,18.54
2020,10,24,7,73.03,3.19,157.9,19.32
2020,10,24,8,191.77,2.92,153.6,22.74
2020,10,24,9,333.0,2.67,168.3,24.83
2020,10,24,10,462.6,2.94,176.1,26.52
2020,10,24,11,548.62,2.95,193.7,28.07
2020,10,24,12,547.58,2.89,213.4,29.51
2020,10,24,13,477.0,2.83,231.5,30.46
2020,10,24,14,355.65,2.67,249.4,30.41
2020,10,24,15,239.1,2.72,267.5,29.91
2020,10,24,16,118.35,2.67,285.4,29.23
2020,10,24,17,14.95,2.74,316.3,26.63
2020,10,24,18,0.0,2.7,337.8,24.86
2020,10,24,19,0.0,2.15,358.9,24.13
2020,10,24,20,0.0,1.49,25.0,23.8
2020,10,24,21,0.0,0.83,71.8,23.58
2020,10,24,22,0.0,1.07,159.7,23.11
2020,10,24,23,0.0,2.26,201.8,22.36
2020,10,25,0,0.0,3.47,215.2,21.07
2020,10,25,1,0.0,4.04,218.4,19.97
2020,10,25,2,0.0,3.8,208.1,19.7
2020,10,25,3,0.0,3.76,194.8,19.35
2020,10,25,4,0.0,3.94,189.7,19.14
2020,10,25,5,0.0,3.91,190.2,18.95
2020,10,25,6,0.0,3.97,182.5,18.78
2020,10,25,7,88.22,4.25,176.4,19.4
2020,10,25,8,255.57,3.91,189.4,21.74
2020,10,25,9,433.75,4.76,217.5,24.24
2020,10,25,10,584.92,5.88,228.4,26.32
2020,10,25,11,691.47,6.79,234.3,27.7
2020,10,25,12,709.25,7.58,237.2,28.8
2020,10,25,13,612.62,8.23,236.3,29.51
2020,10,25,14,547.42,9.2,235.7,29.7
2020,10,25,15,376.12,10.07,239.1,29.29
2020,10,25,16,175.85,10.62,245.6,28.12
2020,10,25,17,19.62,10.23,252.2,26.01
2020,10,25,18,0.0,8.77,256.8,23.36
2020,10,25,19,0.0,7.66,260.0,21.5
2020,10,25,20,0.0,7.1,262.1,20.35
2020,10,25,21,0.0,6.93,263.0,19.41
2020,10,25,22,0.0,6.76,259.5,18.57
2020,10,25,23,0.0,6.08,245.8,17.57
2020,10,26,0,0.0,5.62,230.8,16.68
2020,10,26,1,0.0,5.64,218.1,15.96
2020,10,26,2,0.0,5.38,212.2,15.32
2020,10,26,3,0.0,4.94,210.0,14.78
2020,10,26,4,0.0,5.14,217.9,14.64
2020,10,26,5,0.0,4.56,216.0,14.99
2020,10,26,6,0.0,3.87,215.5,14.89
2020,10,26,7,86.65,2.7,229.8,15.27
2020,10,26,8,277.65,2.28,267.5,17.01
2020,10,26,9,481.17,2.79,297.1,18.74
2020,10,26,10,649.35,3.22,282.0,20.16
2020,10,26,11,730.9,4.56,259.5,20.89
2020,10,26,12,747.62,6.04,250.4,20.96
2020,10,26,13,681.1,6.84,246.7,20.49
2020,10,26,14,542.12,6.47,241.1,19.95
2020,10,26,15,361.1,5.37,232.3,19.31
2020,10,26,16,164.07,3.82,220.9,18.28
2020,10,26,17,17.35,1.86,193.1,16.22
2020,10,26,18,0.0,1.75,89.0,13.39
2020,10,26,19,0.0,5.2,54.4,12.44
2020,10,26,20,0.0,7.68,47.6,12.14
2020,10,26,21,0.0,8.54,42.3,10.97
2020,10,26,22,0.0,8.83,36.7,9.82
2020,10,26,23,0.0,8.64,32.4,8.96
2020,10,27,0,0.0,8.08,29.0,8.26
2020,10,27,1,0.0,7.7,26.0,7.86
2020,10,27,2,0.0,7.18,23.0,7.64
2020,10,27,3,0.0,6.9,21.2,7.48
2020,10,27,4,0.0,6.75,18.0,7.25
2020,10,27,5,0.0,6.85,22.6,7.04
2020,10,27,6,0.0,7.29,39.3,7.53
2020,10,27,7,98.82,6.56,50.2,8.63
2020,10,27,8,297.02,6.65,60.7,10.59
2020,10,27,9,483.0,6.24,68.3,12.6
2020,10,27,10,625.62,5.25,68.7,14.96
2020,10,27,11,710.78,4.34,65.5,16.86
2020,10,27,12,734.85,3.47,65.7,18.39
2020,10,27,13,683.1,2.45,72.9,19.54
2020,10,27,14,567.28,1.51,98.4,20.14
2020,10,27,15,399.45,1.18,125.0,20.15
2020,10,27,16,198.0,1.84,150.8,19.55
2020,10,27,17,22.12,4.35,172.7,16.96
2020,10,27,18,0.0,6.65,180.1,13.89
2020,10,27,19,0.0,6.72,183.9,12.72
2020,10,27,20,0.0,6.06,185.3,11.45
